READ SERR 1 2
@crab_ratio_SA80_d51.pco
!
0.254999995 4.99999523E-3 1.55215907 8.65210779E-3
0.264999986 5.00001013E-3 1.49022257 7.72908563E-3
0.275000006 4.99999523E-3 1.41966486 6.95006922E-3
0.284999996 4.99999523E-3 1.35794246 6.28015306E-3
0.295000017 5.00001013E-3 1.30978882 5.67606883E-3
0.305000007 4.99999523E-3 1.25822794 5.12775173E-3
0.314999998 4.99999523E-3 1.19293916 4.57031E-3
0.324999988 5.00001013E-3 1.15480685 4.09090333E-3
0.335000008 4.99999523E-3 1.12117362 3.65586765E-3
0.344999999 4.99999523E-3 1.0874753 3.25924484E-3
0.355000019 5.00001013E-3 1.05895662 2.90516834E-3
0.36500001 4.99999523E-3 1.04253674 2.60510412E-3
0.375 4.99999523E-3 1.0246706 2.33495585E-3
0.38499999 4.99999523E-3 1.01653969 2.10752897E-3
0.394999981 5.00001013E-3 1.00332284 1.90255872E-3
0.405000001 4.99999523E-3 1.00313675 1.73358538E-3
0.414999992 4.99999523E-3 0.999263942 1.58375513E-3
0.425000012 5.00001013E-3 0.997319043 1.45479431E-3
0.435000002 4.99999523E-3 0.998254418 1.3459922E-3
0.444999993 4.99999523E-3 0.998692036 1.25313166E-3
0.454999983 5.00001013E-3 1.00132966 1.17654772E-3
0.465000004 4.99999523E-3 1.00391817 1.11402036E-3
0.474999994 4.99999523E-3 1.00629413 1.06365909E-3
0.485000014 5.00001013E-3 1.00667655 1.02424726E-3
0.495000005 4.99999523E-3 1.00601637 9.95527371E-4
0.504999995 4.99999523E-3 1.00586522 9.77407326E-4
0.514999986 4.99999523E-3 1.00110221 9.65952815E-4
0.524999976 4.99999523E-3 0.994759917 9.61059821E-4
0.534999967 5.00002503E-3 0.986292899 9.59496247E-4
0.545000017 4.99999523E-3 0.973297 9.56945063E-4
0.555000007 4.99999523E-3 0.964909315 9.5435913E-4
0.564999998 4.99999523E-3 0.957808673 9.4710663E-4
0.574999988 4.99999523E-3 0.95237124 9.33976029E-4
0.584999979 4.99999523E-3 0.9533723 9.17522237E-4
0.595000029 5.00002503E-3 0.957555592 8.97873775E-4
0.605000019 4.99999523E-3 0.963854253 8.76492995E-4
0.61500001 4.99999523E-3 0.972750485 8.55709659E-4
0.625 4.99999523E-3 0.980212629 8.34843842E-4
0.63499999 4.99999523E-3 0.989719093 8.1661169E-4
0.644999981 4.99999523E-3 0.998472631 8.00211856E-4
0.654999971 5.00002503E-3 1.00550878 7.85377808E-4
0.665000021 4.99999523E-3 1.01510298 7.73920503E-4
0.675000012 4.99999523E-3 1.02347243 7.64028984E-4
0.685000002 4.99999523E-3 1.02733195 7.54244567E-4
0.694999993 4.99999523E-3 1.03190696 7.46095844E-4
0.704999983 4.99999523E-3 1.03477788 7.38281175E-4
0.715000033 5.00002503E-3 1.03405213 7.29637104E-4
0.725000024 4.99999523E-3 1.03576648 7.21912482E-4
0.735000014 4.99999523E-3 1.03399229 7.12915848E-4
0.745000005 4.99999523E-3 1.03330505 7.04291859E-4
0.754999995 4.99999523E-3 1.03227222 6.9560291E-4
0.764999986 4.99999523E-3 1.02999389 6.8679807E-4
0.774999976 4.99999523E-3 1.02848387 6.78690732E-4
0.784999967 5.00002503E-3 1.02589965 6.7101483E-4
0.795000017 4.99999523E-3 1.0243963 6.64449937E-4
0.805000007 4.99999523E-3 1.02312541 6.58907578E-4
0.814999998 4.99999523E-3 1.02045166 6.53894735E-4
0.824999988 4.99999523E-3 1.01504982 6.48988644E-4
0.834999979 4.99999523E-3 1.01094377 6.45536871E-4
0.845000029 5.00002503E-3 1.00611818 6.42703497E-4
0.855000019 4.99999523E-3 1.0010308 6.40510174E-4
0.86500001 4.99999523E-3 0.996365249 6.38987811E-4
0.875 4.99999523E-3 0.990300477 6.37255551E-4
0.88499999 4.99999523E-3 0.987759352 6.36660785E-4
0.894999981 4.99999523E-3 0.984690309 6.35690696E-4
0.904999971 5.00002503E-3 0.983708918 6.35109667E-4
0.915000021 4.99999523E-3 0.982186854 6.33998134E-4
0.925000012 4.99999523E-3 0.982305944 6.33148069E-4
0.935000002 4.99999523E-3 0.982454062 6.32047653E-4
0.944999993 4.99999523E-3 0.983584404 6.31184492E-4
0.954999983 4.99999523E-3 0.986238122 6.30766386E-4
0.965000033 5.00002503E-3 0.987097919 6.29833434E-4
0.975000024 4.99999523E-3 0.988187671 6.29081274E-4
0.985000014 4.99999523E-3 0.989105284 6.28418522E-4
0.995000005 4.99999523E-3 0.989368439 6.27662288E-4
1.005 4.99999523E-3 0.990117788 6.27253205E-4
1.01499999 4.99999523E-3 0.992881656 6.27601403E-4
1.02499998 4.99999523E-3 0.991642118 6.2683475E-4
1.03499997 4.99999523E-3 0.9939785 6.27353031E-4
1.04499996 4.99999523E-3 0.992396653 6.26734633E-4
1.05499995 4.99999523E-3 0.991057694 6.26363035E-4
1.06500006 5.00005484E-3 0.991488099 6.26657798E-4
1.07500005 4.99999523E-3 0.991600633 6.26976951E-4
1.08500004 4.99999523E-3 0.990923703 6.27138885E-4
1.09500003 4.99999523E-3 0.990887344 6.27649308E-4
1.10500002 4.99999523E-3 0.991428196 6.28439069E-4
1.11500001 4.99999523E-3 0.991769791 6.29294664E-4
1.125 4.99999523E-3 0.991599381 6.30098861E-4
1.13499999 4.99999523E-3 0.991229475 6.3092768E-4
1.14499998 4.99999523E-3 0.991381288 6.3202274E-4
1.15499997 4.99999523E-3 0.992400289 6.3352345E-4
1.16499996 4.99999523E-3 0.991554797 6.34517113E-4
1.17499995 4.99999523E-3 0.992064059 6.3605007E-4
1.18499994 5.00005484E-3 0.992498159 6.37661899E-4
1.19500005 4.99999523E-3 0.992634833 6.39237813E-4
1.20500004 4.99999523E-3 0.992657959 6.40894868E-4
1.21500003 4.99999523E-3 0.993526816 6.42927829E-4
1.22500002 4.99999523E-3 0.993314981 6.44705666E-4
1.23500001 4.99999523E-3 0.99475503 6.47089153E-4
1.245 4.99999523E-3 0.993692219 6.48796267E-4
1.255 4.99999523E-3 0.994930267 6.5137312E-4
1.26499999 4.99999523E-3 0.993724406 6.53277442E-4
1.27499998 4.99999523E-3 0.993917882 6.55749347E-4
1.28499997 4.99999523E-3 0.99360466 6.58193894E-4
1.29499996 4.99999523E-3 0.992459118 6.6049688E-4
1.30499995 4.99999523E-3 0.990149319 6.62451319E-4
1.31500006 5.00005484E-3 0.990636468 6.65400526E-4
1.32500005 4.99999523E-3 0.99085623 6.68314518E-4
1.33500004 4.99999523E-3 0.991140902 6.71228336E-4
1.34500003 4.99999523E-3 0.991704762 6.74197625E-4
1.35500002 4.99999523E-3 0.993586421 6.77563017E-4
1.36500001 4.99999523E-3 0.992566943 6.79923745E-4
1.375 4.99999523E-3 0.992410004 6.8251061E-4
1.38499999 4.99999523E-3 0.991794825 6.84901141E-4
1.39499998 4.99999523E-3 0.993634343 6.88151806E-4
1.40499997 4.99999523E-3 0.994460821 6.91025052E-4
1.41499996 4.99999523E-3 0.993207753 6.93204638E-4
1.42499995 4.99999523E-3 0.992583692 6.955922E-4
1.43499994 5.00005484E-3 0.993559122 6.985988E-4
1.44500005 4.99999523E-3 0.995344281 7.01927172E-4
1.45500004 4.99999523E-3 0.994598031 7.04415899E-4
1.46500003 4.99999523E-3 0.995772243 7.07683968E-4
1.47500002 4.99999523E-3 0.994214833 7.100894E-4
1.48500001 4.99999523E-3 0.997335672 7.14412017E-4
1.495 4.99999523E-3 0.995813429 7.17232178E-4
1.505 4.99999523E-3 0.996824265 7.21301534E-4
1.51499999 4.99999523E-3 0.995826483 7.24989513E-4
1.52499998 4.99999523E-3 0.995393395 7.29241699E-4
1.53499997 4.99999523E-3 0.993454397 7.331901E-4
1.54499996 4.99999523E-3 0.994336903 7.38517148E-4
1.55499995 4.99999523E-3 0.992946982 7.43187673E-4
1.56500006 5.00005484E-3 0.992062092 7.48074264E-4
1.57500005 4.99999523E-3 0.991860151 7.53091241E-4
1.58500004 4.99999523E-3 0.99056381 7.57492031E-4
1.59500003 4.99999523E-3 0.990313649 7.61962787E-4
1.60500002 4.99999523E-3 0.991292894 7.66549842E-4
1.61500001 4.99999523E-3 0.994823515 7.71799241E-4
1.625 4.99999523E-3 0.996509254 7.75990891E-4
1.63499999 4.99999523E-3 0.998018086 7.79877475E-4
1.64499998 4.99999523E-3 0.999308765 7.83474476E-4
1.65499997 4.99999523E-3 1.0021925 7.87610246E-4
1.66499996 4.99999523E-3 1.00399435 7.91169354E-4
1.67499995 4.99999523E-3 1.00702488 7.94995518E-4
1.68499994 5.00005484E-3 1.00875497 7.98108114E-4
1.69500005 4.99999523E-3 1.008587 8.00014765E-4
1.70500004 4.99999523E-3 1.00917923 8.01695976E-4
1.71500003 4.99999523E-3 1.00755227 8.01975664E-4
1.72500002 4.99999523E-3 1.00509334 8.01503717E-4
1.73500001 4.99999523E-3 1.00053847 7.99968897E-4
1.745 4.99999523E-3 0.99613452 7.98644789E-4
1.755 4.99999523E-3 0.993529737 7.98558001E-4
1.76499999 4.99999523E-3 0.987926304 7.98167195E-4
1.77499998 4.99999523E-3 0.988075554 8.01417162E-4
1.78499997 4.99999523E-3 0.98917222 8.06572847E-4
1.79499996 4.99999523E-3 0.986494303 8.11861246E-4
1.80499995 4.99999523E-3 0.988309145 8.20778834E-4
1.81500006 5.00005484E-3 0.98978883 8.31101323E-4
1.82500005 4.99999523E-3 0.990547657 8.42621725E-4
1.83500004 4.99999523E-3 0.989947319 8.54533282E-4
1.84500003 4.99999523E-3 0.99475354 8.69406154E-4
1.85500002 4.99999523E-3 0.994733632 8.82261491E-4
1.86500001 4.99999523E-3 0.995331526 8.94841622E-4
1.875 4.99999523E-3 0.994412482 9.05861845E-4
1.88499999 4.99999523E-3 0.99616009 9.16622288E-4
1.89499998 4.99999523E-3 0.996499538 9.25607106E-4
1.90499997 4.99999523E-3 0.997006953 9.33211064E-4
1.91499996 4.99999523E-3 0.998536944 9.40295402E-4
1.92499995 4.99999523E-3 0.999091446 9.46173444E-4
1.93499994 5.00005484E-3 1.00011241 9.51745431E-4
1.94500005 4.99999523E-3 1.00148833 9.57184471E-4
1.95500004 4.99999523E-3 1.0028677 9.62525897E-4
1.96500003 4.99999523E-3 1.00359559 9.67435772E-4
1.97500002 4.99999523E-3 1.00389719 9.72408568E-4
1.98500001 4.99999523E-3 1.00462794 9.77622694E-4
1.995 4.99999523E-3 1.00666618 9.83664533E-4
2.00500011 4.99999523E-3 1.00746703 9.8914071E-4
2.01499987 4.99999523E-3 1.00603652 9.93760768E-4
2.0250001 4.99999523E-3 1.00764036 1.00005674E-3
2.03499985 4.99999523E-3 1.00923479 1.00649323E-3
2.04500008 4.99999523E-3 1.01069641 1.01312797E-3
2.05499983 4.99999523E-3 1.01074839 1.019157E-3
2.06500006 4.99999523E-3 1.00892425 1.02433434E-3
2.07499981 4.99999523E-3 1.01175189 1.03225838E-3
2.08500004 4.99999523E-3 1.01229537 1.03941979E-3
2.09499979 4.99999523E-3 1.01125169 1.04602263E-3
2.10500002 4.99999523E-3 1.01293778 1.05456903E-3
2.11499977 4.99999523E-3 1.01339257 1.06323836E-3
2.125 5.00011444E-3 1.01400208 1.07267126E-3
2.13500023 4.99999523E-3 1.01624858 1.08420756E-3
2.14499998 4.99999523E-3 1.0149895 1.0952109E-3
2.15500021 4.99999523E-3 1.02015162 1.11124839E-3
2.16499996 4.99999523E-3 1.01750088 1.12504384E-3
2.17500019 4.99999523E-3 1.02020001 1.14429859E-3
2.18499994 4.99999523E-3 1.02030587 1.16472156E-3
2.19500017 4.99999523E-3 1.02049255 1.188008E-3
2.20499992 4.99999523E-3 1.02107036 1.21459877E-3
2.21500015 4.99999523E-3 1.02291548 1.24476186E-3
2.2249999 4.99999523E-3 1.02252793 1.27614709E-3
2.23500013 4.99999523E-3 1.02112103 1.30906503E-3
2.24499989 4.99999523E-3 1.02591383 1.34735776E-3
2.25500011 4.99999523E-3 1.02755046 1.38372218E-3
2.26499987 4.99999523E-3 1.02925611 1.41967391E-3
2.2750001 4.99999523E-3 1.03363335 1.45578198E-3
2.28499985 4.99999523E-3 1.03926563 1.49024592E-3
2.29500008 4.99999523E-3 1.04287779 1.51977548E-3
2.30499983 4.99999523E-3 1.04687822 1.54578744E-3
2.31500006 4.99999523E-3 1.05176377 1.56890752E-3
2.32499981 4.99999523E-3 1.05146992 1.58382661E-3
2.33500004 4.99999523E-3 1.05232954 1.59591681E-3
2.34499979 4.99999523E-3 1.05520284 1.60580885E-3
2.35500002 4.99999523E-3 1.04960406 1.60649058E-3
2.36499977 4.99999523E-3 1.04746926 1.60759781E-3
2.375 5.00011444E-3 1.04788029 1.60853355E-3
2.38500023 4.99999523E-3 1.04677498 1.60708104E-3
2.39499998 4.99999523E-3 1.04802978 1.6067822E-3
2.40500021 4.99999523E-3 1.0433017 1.60157599E-3
2.41499996 4.99999523E-3 1.04214346 1.59912067E-3
2.42500019 4.99999523E-3 1.03986478 1.59629341E-3
2.43499994 4.99999523E-3 1.04179144 1.59706327E-3
2.44500017 4.99999523E-3 1.03568101 1.59203995E-3
2.45499992 4.99999523E-3 1.03484499 1.59177324E-3
2.46500015 4.99999523E-3 1.03506744 1.59316766E-3
2.4749999 4.99999523E-3 1.03571951 1.59504241E-3
2.48500013 4.99999523E-3 1.03270733 1.59508095E-3
2.49499989 4.99999523E-3 1.03405595 1.59836537E-3
2.50500011 4.99999523E-3 1.029387 1.59736711E-3
2.51499987 4.99999523E-3 1.03449869 1.6043965E-3
2.5250001 4.99999523E-3 1.02993488 1.60437485E-3
2.53499985 4.99999523E-3 1.0283004 1.60665275E-3
2.54500008 4.99999523E-3 1.03192341 1.61380542E-3
2.55499983 4.99999523E-3 1.02924621 1.61574129E-3
2.56500006 4.99999523E-3 1.0317049 1.62213645E-3
2.57499981 4.99999523E-3 1.02879643 1.6245452E-3
2.58500004 4.99999523E-3 1.02978706 1.63063197E-3
2.59499979 4.99999523E-3 1.03154004 1.63793995E-3
2.60500002 4.99999523E-3 1.03311527 1.64500356E-3
2.61499977 4.99999523E-3 1.03489578 1.65263133E-3
2.625 5.00011444E-3 1.03404796 1.65886828E-3
2.63500023 4.99999523E-3 1.03624773 1.66812446E-3
2.64499998 4.99999523E-3 1.03571451 1.67553616E-3
2.65500021 4.99999523E-3 1.03904188 1.68664858E-3
2.66499996 4.99999523E-3 1.03880167 1.69530511E-3
2.67500019 4.99999523E-3 1.04080582 1.70603429E-3
2.68499994 4.99999523E-3 1.04291272 1.71756011E-3
2.69500017 4.99999523E-3 1.038499 1.72374514E-3
2.70499992 4.99999523E-3 1.04286814 1.73752964E-3
2.71500015 4.99999523E-3 1.03628826 1.74191664E-3
2.7249999 4.99999523E-3 1.035761 1.75141229E-3
2.73500013 4.99999523E-3 1.03738523 1.76224438E-3
2.74499989 4.99999523E-3 1.03331828 1.76779635E-3
2.75500011 4.99999523E-3 1.02775049 1.77102804E-3
2.76499987 4.99999523E-3 1.03210759 1.78246666E-3
2.7750001 4.99999523E-3 1.02684093 1.78422837E-3
2.78499985 4.99999523E-3 1.03009617 1.79288094E-3
2.79500008 4.99999523E-3 1.02996516 1.79827353E-3
2.80499983 4.99999523E-3 1.02721524 1.80018239E-3
2.81500006 4.99999523E-3 1.02884889 1.8056453E-3
2.82499981 4.99999523E-3 1.02519512 1.80671783E-3
2.83500004 4.99999523E-3 1.03027415 1.81474176E-3
2.84499979 4.99999523E-3 1.02651632 1.815203E-3
2.85500002 4.99999523E-3 1.03015625 1.82246172E-3
2.86499977 4.99999523E-3 1.02847421 1.82452949E-3
2.875 5.00011444E-3 1.02949953 1.82930822E-3
2.88500023 4.99999523E-3 1.02886951 1.83297554E-3
2.89499998 4.99999523E-3 1.02622116 1.83510373E-3
2.90500021 4.99999523E-3 1.02632844 1.83992158E-3
2.91499996 4.99999523E-3 1.02533579 1.84357422E-3
2.92500019 4.99999523E-3 1.02329922 1.84649951E-3
2.93499994 4.99999523E-3 1.02156866 1.84998161E-3
2.94500017 4.99999523E-3 1.0250814 1.85838703E-3
2.95499992 4.99999523E-3 1.02694583 1.8654156E-3
2.96500015 4.99999523E-3 1.02432609 1.86848E-3
2.9749999 4.99999523E-3 1.01988888 1.86954509E-3
2.98500013 4.99999523E-3 1.02522099 1.88048079E-3
2.99499989 4.99999523E-3 1.0245719 1.885504E-3
3.00500011 4.99999523E-3 1.0234865 1.89089682E-3
