   0.177154123783111572E+001   0.103365358692883014E+002   0.421882808208465576E+000   0.604434490203857422E+000   0.138543692155733567E+001   0.867142929207564528E+000   0.588305488824844325E+001   0.102918014090865970E+002   0.663836598396301270E+000  -0.999597178866688043E+090  -0.690775511231546968E+001    1
   0.294251573085784912E+001   0.723550860288503728E+001   0.520629465579986572E+000  -0.216836214065551758E+000   0.109584369594479680E+001   0.862494388484601027E+000   0.590888286232948268E+001   0.104586902436157700E+002   0.583960115909576416E+000  -0.999597178866688043E+090  -0.690875511231550643E+001    1
   0.284534871578216553E+001   0.147621836313477619E+002   0.202652812004089355E+000   0.581134676933288574E+000   0.998590549305367725E+000   0.467140642646303283E+000   0.617957638502120954E+001   0.858094014908438929E+001   0.419788837432861328E+001  -0.999597178866688043E+090  -0.690975511231548190E+001    1
   0.250222492218017578E+001   0.121136143427421477E+002   0.908742547035217285E-001   0.204090952873229980E+000   0.397556359369012902E+000   0.113313319052697437E+001   0.510643979310989327E+001   0.102176401116774791E+002   0.324556112289428711E+001  -0.999597178866688043E+090  -0.691075511231549733E+001    1
   0.191472601890563965E+001   0.133085520794678125E+002   0.863575279712677002E+000  -0.247152149677276611E+000   0.110185993781845770E+001   0.251606586573156432E+000   0.602371908426284719E+001   0.959100861414922967E+001   0.393497645854949951E+001  -0.999597178866688043E+090  -0.691175511231548434E+001    1
   0.279605686664581299E+001   0.666342754519559932E+001   0.789737701416015625E-001   0.386419057846069336E+000   0.751723513635588980E+000   0.109532154342974142E+001   0.581062317490577662E+001   0.853284345396273203E+001   0.478693604469299316E+001  -0.999597178866688043E+090  -0.691275511231548823E+001    1
   0.146869826316833496E+001   0.125756995995814709E+002   0.423652768135070801E+000   0.574393868446350098E-001   0.105158185650187241E+001   0.601826109247291519E+000   0.645442789793014526E+001   0.780210472869350280E+001   0.579902231693267822E+000  -0.999597178866688043E+090  -0.691375511231549389E+001    1
   0.189377486705780029E+001   0.107372927380261327E+002   0.128393769264221191E+000   0.274001717567443848E+000   0.120035255918100980E+001   0.888990687224546994E+000   0.608375677466392517E+001   0.985318631139788614E+001   0.789006948471069336E+000  -0.998481927338840344E+090  -0.691475511231548623E+001    1
   0.245188999176025391E+001   0.537501210128788021E+001   0.820406258106231689E+000   0.523693084716796875E+000   0.129072442799363629E+001   0.540740714029376845E+000   0.628554894924163765E+001   0.920870245055077241E+001   0.402711331844329834E+000  -0.998481927338840344E+090  -0.691575511231550344E+001    1
   0.125933122634887695E+001   0.665302373920543744E+001   0.763272047042846680E-001   0.580569088459014893E+000   0.130215074106868856E+001   0.200745031981994053E-002   0.618171217441558785E+001   0.822367905835185375E+001   0.249148905277252197E+001  -0.998481927338840344E+090  -0.691675511231552509E+001    1
   0.182158565521240234E+001   0.734714917884363228E+001   0.631916344165802002E+000  -0.163705170154571533E+000   0.147885876989394993E+001   0.903932351792427813E+000   0.633922659158706647E+001   0.921943227441601465E+001   0.383842498064041138E+001  -0.998481927338840344E+090  -0.691775511231552631E+001    1
   0.118995714187622070E+001   0.147232276328874487E+002   0.404162406921386719E-001   0.528709888458251953E-001   0.706120368821455346E+000   0.139385215085518266E+001   0.608020887970924306E+001   0.945553655066934873E+001   0.854149758815765381E+000  -0.998481927338840344E+090  -0.691875511231547957E+001    1
